Conversation,Summaries,bart_summary
"do you know who  s just got married? old mc donald. never! he  s over 80, isn  t he? he  s nearly 90. good gracious! are you sure? i am. whatsmore, his wife is 84. is she really? yes, she is. and guess what, he is her sixth husband. really? quite a woman, isn  t she?","Old McDonald has just gotten married to an 84-year-old woman, who is actually his sixth wife.",Do you ever wonder what people would do if they were to get married?
"what did you do last night? i just stayed at home and watched tv. did you watch the barcelona versus madrid game? yes, it was a very evenly matched game. what were the results of the game? it ended in a tie. what was the actual score? it was three all. really? i thought barcelona was going to win. they are a much better team than madrid. if barcelona had played as they normally do, they should have won. what happened? their goalkeepers got injured after the first goal, but he kept on playing anyway. that explains it. how many more games are left this season? that was the last game before the playoffs. when do the playoffs start? in a few weeks. are you planning on watching them? of course! i really love watching football games on tv. me, too! do you want to come over and watch the next game at my place? i'm planning on having a few people over to watch it together. sure, that would be great. ok, it's a date then!","The conversation is about watching the Barcelona vs Madrid football game last night, which ended in a 3-3 tie due to an injured goalkeeper for Barcelona. They discuss their shared interest in watching football games and plan to watch future games together at one of their places.",Here's a round-up of some of the questions you've been asked over the past few days:.
"the acting of this film is marvelous.in spite of the thin plot, the acting, the music and the scene have won the academy award of this year. i'm sorry for hero. i dont think there's any excuse for his acting in some parts. don't be too critical.we can't expect it to be perfect.","The film's acting, music, and scenes were impressive enough to win an Academy Award, despite a thin plot. One part was criticized, but overall, it's not expected to be perfect.","A review of the Oscar-winning film, La La Land, which was released in the US on Sunday:."
"last weekend i didn't want to go out either, so i stayed at home and played video games by myself. it was really fun! oh yeah, that sounds pretty cool, i guess... yeah, i'm really into video games. in fact, all my friends are on the internet. i've never met any of them in the real world. oh really... well you must be very popular on the internet. but it's true that it's nice to do some things in the comfort of your own home.","The speaker enjoyed staying at home and playing video games, finding it fun and relaxing. They also mention being part of an online gaming community with friends they've never met in person, but appreciate having a comfortable space to engage in certain activities.","Last weekend i didn't want to go out, so i stayed at home and played video games by myself."
"hello, pam. i'm glad that you can make it. it looks like there are a lot of people inside. yeah. i've invited a lot of friends besides you. should i take my shoes off? we all keep our shoes on indoors. where are your parents? they've gone out so that we could have the house to ourselves. that's great!","The host greets Pam and discusses logistics, including the number of guests and removing shoes, before revealing that her parents will be leaving them alone.","It's a big party at my friend's house, and i've invited a lot of people."
"will you go with us this sunday? what for? let's go and play volleyball. sorry, i don't feel like playing. i have too much homework.",Request to join an activity declined due to prior commitment.,Will you go to church with me this sunday?
"i think it's about time that we had to go. what? won't you have more drinks? i'd love to, but i have to get up early tomorrow and get to the office on time. oh! i'm sorry, but i wish you could stay. thank you for a very enjoyable evening and your hospitality. don't mention it. you can come whenever you are free.","Person A decides to leave, citing an early tomorrow morning work commitment.","It's time for us to go, but i wish you could stay for one more drink."
"when is your birthday? august 1st. do you usually have a birthday party? yes, we do.my parents prepare dinner for me. what would you do at the party? we sing "" happy birthday "" at the party and have birthday cakes. do you know when people began to sing the song "" happy birthday ""? well, i don't know. let me tell you the story.in 1892, patty smith hill and mildred hill wrote a song called "" good morning to you "". but later someone added the words "" happy birthday "" to their tune. so the "" happy birthday "" song has been popular since then? yes, actually, the song has been sung since its publication in 1932.people all over the world have sung it in many different languages.","The speaker's birthday is August 1st and they usually celebrate with a party where their parents prepare dinner and they sing ""Happy Birthday"" while having cake. They learned that the song was originally called ""Good Morning to You"" and was written by Patty Smith Hill and Mildred Hill in 1892, but it gained popularity as ""Happy Birthday"" after someone added the lyrics in 1932.","If you were a child and you had a birthday today, what would you do?"
"what do you think of your teacher? he's very strict with us. and i hear he gives very good lectures. indeed. he's strict with himself, too. we can see every lecture of his is well-prepared.",The speaker respects their teacher for being both strict and well-prepared in his lectures.,"What do you think of your teacher at school, the head teacher of your class?"
"i'm very grateful for what you have done to my son, doctor. that's all tight, mr.smith.that ' s my job. i'm very glad he recovered so soon. i know he has brought great trouble to you. a million thanks. no trouble at all. he's very cute and brave. by the way, do remember to keep him away from sea food for at least two weeks. i will. it's most thoughtful of you.","The mother expresses gratitude to Doctor Smith for treating her son, who has recovered quickly despite causing trouble. She thanks him again and asks him to keep an eye on her son's diet, specifically avoiding sea food for two weeks.","A few days ago, i received an e-mail from the doctor who treated my son after he had a heart attack."
"would you like to have dinner with me tonight? oh, that sounds great! i  ll pick you up at... say, seven thirty? yes, that would be perfect. see you tonight then. yes. thank you for inviting me.","Person A accepts an invitation to dinner from someone else, agreeing to meet at 7:30 PM and expressing gratitude.",Would you like to have dinner with me tonight?
"excuse me, could you tell me where you have got that music book? certainly. let me see. oh, it's on that self. it's too high. i can't reach it. could you help me? of course. here you are. thank you very much.","Person A asks for assistance in retrieving a music book and Person B helps by lowering it down from a shelf, with gratitude expressed afterwards.",An elderly woman has been helped by a member of the public as she tries to find a music book she has lost.
"thank you so much. i can't take this. she will insist. it's a rosary. she has millions of them. take it. what did she mean just now about raising pigs? oh! my grandmother used to say  raising pigs, raising kids... at least you can eat the pigs.  ha-ha. i get it. that's funny. your cousin's a real sarcastic lady. she likes to complain about her macho husband and her  bambinos , but she loves them all dearly.","The speaker thanks someone, saying they can't take something else, possibly due to someone else's insistence. They share a humorous anecdote about their cousin, who complains about her husband and kids but loves them.","A few days ago, your cousin asked you to send her a rosary."
"i  m hungry, let  s grab a bite to eat. sure! how about we go home and prepare a couple of sandwiches? nah! let  s go get a burger and fries. all you ever do is have unhealthy fast food pizza, fries, burgers and hot dogs! you have to start eating better! what are you talking about? i have salads some times. yeah right! i  m serious! you should also cut down on your sugar intake as well. you drink carbonated drinks that are high in fructose syrup! it  s really not healthy! fine! i  ll start drinking and having home cooked meals that are low in fat. are you happy now? it  s a start, but i  ll be happy when i see you stick to your promise!","Person A is craving food and suggests grabbing a bite. The conversation turns into a discussion about healthy eating habits, with Person B encouraging them to eat better and cut down on sugar intake.",It all started with a simple conversation between me and my boyfriend.
"i hear you and james are engaged at last. yes, we are. when are you getting married? in the spring. oh, lovely. where's the wedding going to be? well.. we're not sure yet, probably in st.albans. oh, yes, your parents live there, don't they? yes, that's right. where are you going to live after you're married? we're going to buy a flat or a small house somewhere in south london. are you going to give up your job? yes, probably but i may look for another one when we're settled in.","The couple's engagement and wedding plans are discussed, including the spring wedding date, location (possibly St Albans), and post-marriage residence (a flat or small house in South London).","BBC Radio 4's Today programme has been talking to one of its former presenters, Katie Price, who is getting married this year."
"daddy, i want to buy a ten-speed-sportsman. how much is it? is three hundred dollars enough? no, i'm not asking for money. i'm asking for your advice. oh, you've already grown up, son.","Parent and child discuss buying a bike, specifically a ten-speed sportsman, with the child seeking the parent's opinion on whether $300 would be sufficient to purchase it.",It all started with a simple question from a five-year-old boy.
"what a nice photo you  ve taken! i  m flattered, but really anyone else could do it. you have a real talent, ellen! i  m thinking of making an album, you know.",Person A appreciates a compliment on their photography and mentions considering releasing an album.,Ellen has sent me this photo of herself in the garden at her parents' home in south-west London.
"i don  t dare to look after the children now. why? the children always make themselves in danger. i always have my heart in my mouth with them. it is because your children have grown up, and you haven  t lived with a child for a long time.","Parent is anxious about watching the grandchildren due to their reckless behavior, fearing for their safety.",A woman in her 50s has told the BBC why she no longer wants to live with her children.
"is there anything i can do for you? yes, the fried chicken is too hard to eat. i suggest you bring me another one free of charge. well, i think you should go for our manger. i will call him here. ok. i will talk to him direcly.","The customer asks to replace a hard-to-eat fried chicken and suggests speaking with the manager directly, so the server offers to have the manager speak with them about it.",A woman has come to the door of a Chinese restaurant and says she has had a bad meal.
"why did tom quit the job? he said his present job seemed to be a blind alley. if he doesn't change his attitude toward his work, i don't think a new job can make any difference.","Tom quit his job because it felt like a dead-end, and even a new job won't solve the problem unless he changes his attitude towards work.",A man has quit his job because he doesn't like the way he is being treated.
"i want to buy a gift for my father. will you go with me to choose one for him? sure. is it your father's birthday? don't you know? tomorrow is father's day. oh! how could i forget such an important holiday? you also need to choose a gift for your father, right? yes, let's go.",Person A wants to buy a gift for their father and asks Person B to accompany them. They plan to do so because Father's Day is tomorrow and they forgot about it.,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo asks a young girl to help him buy a gift for her father."
"jane is going to quit her job in the bank. you must be joking. the job is nice and she is well paid. it's true, but she says she is tired of counting others ' money.","Jane plans to leave her job at the bank, despite being well-paid and having a good role, as she feels exhausted from handling other people's finances.",The BBC has been talking to a young woman who says she's going to quit her job because she's tired of counting people's money.
how long have you been in china? a few months. how do you think of living here? great! i'm having a great time.,"Person has been in China for a few months and enjoys living there, thinking it's great.",How long have you been in china and what do you think of living here?
"let's go see pandas! the news said that two pandas arrived at the zoo last week. great! i would like to see cute pandas, too. how can we get there? we can take the met and get off at the zoo station. ok! let's go. ( at the zoo ) wow! this zoo is really huge. yes, you can find hundreds of various animals here. it is the biggest zoo in taiwan. look at the map. it has different areas, such as marine lives, mammals, polar animals and insects. where can find the pandas? i think we are here to see the pandas. we have to go to the mammal area. we are at the gate right now. we need to go straight from here and turn left and go along to the end and make anotherleft turn. it should take at least 20 minutes to get there. are there any shuttle buses running place to place around the whole zoo?","Two friends plan a trip to see pandas at the zoo, excited by recent news of new arrivals. They use public transportation and navigate through the large zoo, eventually finding themselves in front of the mammal area where the pandas are located.",A selection of questions from children in Taiwan who have been to the Taipei Zoo in Taiwan.
"thank you for showing me your offices, mr. becker. i can see why washington bureaucrats enjoy their jobs. why do you say that? the city is beautiful, the off..., the offices are modern and comfortable, and the work is so interesting. many people work for the federal government their entire adult lives. government service can be a rewarding and secure career. do you mean financially rewarding? well, many positions pay salaries that are comparable to those in private industries. i've always thought that most bureaucrats are lazy. sometimes that's true, but not usually. most feds are honest, hard-working professionals. it  s hard to keep highly trained people, so the pay and working conditions have to be attractive. how much do you make? i'm a gs - 15. that's high on the scale of workers, but even a gs - 1 is paid a living wage.","The speaker is impressed by Mr. Becker's offices and thinks they are a great place to work. He notes that many people enjoy their jobs in the federal government due to the rewarding and secure career it provides, with salaries comparable to those in private industries.","In our series of letters from African-American journalists, film-maker and columnist Ian Pannell asks why some federal workers in Washington, DC, choose to work there."
i just got fired. you asked for it.,"Person A was recently terminated from their job, taking blame for being fired.","i just got fired from my job at the BBC, so I'm going to post this on my Twitter account."
"hello? hi, kathy. have you had lunch? not yet. and i  m really hungry now. i  m starving, too. there is a new chinese restaurant close by. do you want to go there for lunch? why not? it  s my treat this time. thanks. i could eat a cow.","Kathy suggests going to a nearby Chinese restaurant for lunch due to hunger, and the other person agrees, accepting the offer as their treat.","A woman in her 50s has called her friend Kathy, who is in her 70s, to see if she wants to go out for lunch."
"would you like to see our new shirts? sorry, but i  m not really interested in those things. but they  re very nice, you know. really. and not expensive either. oh, i don  t care about that. everybody is buying them. are they? yes, they  re very fashionable, you see. i  m afraid i  m not interested in fashion. i see. but thank you very much all the same. sorry, i couldn  t help you.","Person A declines an offer to look at new shirts due to lack of interest in fashion, appreciates the effort nonetheless.",Would you like to see our new shirts?
"hey, what sort of drinks do you want? gatorade or water? gatorade. it  s rich in vitamin and it gives us energy and vitality. yes, that  s the exact thing we need. one for each. what should we do, now with jack out of the game? we should choose from the backups. that  s right. spraining the ankle and breaking the leg are the common things during the match. that  s why we should learn to protect ourselves. otherwise, the game is not worth the candle. that  s for sure. during the back court, we should change the position we played. yes, i played shooting guard, i like shooting and you  ll play inside, ok? i agree with you. i think we  ll play much better than before. wow, the cheer-section is coming. the music is so fantastic. yeah, look how passionate they are! are they professional? well, you should ask your friend. you know i  m not the boss. just kidding. oops! i almost forget about it. do you see the girl in the middle of the first line? yeah, what  s up? don  t you think she looks like your daughter? i also have a doubt. oh, kill me softly, she is may.","The conversation focuses on planning and preparing for an upcoming game or match. The speaker chooses Gatorade as their drink due to its nutritional benefits. They discuss strategies with the team, including choosing from backup players and protecting themselves from injuries. The speaker also suggests changing positions during the back court, with them playing shooting guard and someone else playing inside. The conversation is interrupted by the cheer-section arriving, and they briefly discuss a girl who looks like someone's daughter.","It  s time for the big game, so let  s get ready!"
"hi, mark! long time no see! hi, alex! where have you been? i just got back from london. how was your flight? it was ok. there was a lot of turbulence, though. that  s too bad. how long was the flight? it was 10 hours. did you have a layover? yes, in paris, france. did you buy anything in the duty-free stores? yes. i bought two boxed of chocolate  one for me and one for you! oh, you didn  t have to... it was nothing.","Alex and Mark catch up after a long time, discussing their recent travel experiences. Alex had been in London, while Mark flew from an unknown location with turbulence, spending 10 hours in the air before a layover in Paris.","Mark Ronson, one of the stars of the X Factor, has been back in the UK for the first time in more than a year, answering some of your questions."
"i wish our competition will quit poaching our people, when susan resigned last week to work for the sunburst, she was our fourth employee to leave us for them. have you ever considered that perhaps we have a morale problem among our employees? if everyone is discontent with their work, of course they won't stick arround. well, those do leave will soon find out the grass isn't as green on the other side of sense as they thought it was, i know sunburst is suffering from inbreeding. inbreeding is a big drawback from snitching most of their employers from one or two companies. with susan leaving, we should probably look to someone new on board. our human resource department is working on it, it's not easy to recruit new employees every few month, it's hard to find qualified people. maybe we should start shopping around the competitors people.","The company is losing employees to a competitor and considers this a morale problem rather than talent poaching. The speaker suggests that once these employees leave, they will realize the grass isn't as green on the other side. The company's HR department is working on recruiting new employees, but it's challenging to find qualified people.","In our series of letters from African journalists, writer and columnist Farai Sevenzo reflects on the challenges of working in the tech industry."
"do you have a bf? yes, i had a bf before. why you say bf before? we parted from each other last month. have you got a new one? mmmm, no. how about you? i am single, i have no real of, only an e-gf, that is you. haha, so you are my e-bf. i like you. do you agree to be my of? mmmm... ok, let's try to be. wow! blablablabla... hey! what is it? i am flying like a bird. ll i am so happy. i want to drink a cup of champagne. i have no champagne right now. how about this? it's ok, so i send you this. is it made of chocolate? it's my heart ; it's made of what you like. oh, i will have a sweet dream. are you sleepy? a little bit. i have to go to sleep though i don't want to. yes, i do not want to see ur sleeping in the office. thx.bye for now. kisssssssssss. c u here, honey.","The conversation is about a person's past relationship and their current feelings towards someone else. They reveal they were previously in a relationship that ended last month, but don't have a new partner yet. They confess to having romantic feelings for their online friend (the listener), suggesting moving from an ""e-gf"" to a real-life partnership. The tone becomes playful as they express joy and gratitude, with a hint of excitement about the potential new connection.","A woman has written to her ex-boyfriend to ask him to be her ""e-gf""."
"hello, kevin. oh, hi, lee. you look great. thanks. you too.","Friend's exchange of pleasantries, complimenting each other's appearance.",Here are some of the photos from this week's BBC News at Ten:.
"what's the weather forecast for today? cloudy in the morning, overcast in the afternoon. any rain? no, but i wouldn't be surprised if it rained tomorrow. i wouldn't either. it's been looking like rain for several days.","Weather forecast indicates cloudy conditions in the morning and overcast in the afternoon with no rain today, but there's a possibility of rain tomorrow.",What's the weather like in Northern Ireland today?
"which do you like better, orange or lemon? i like orange better. why? because orange is much more to my taste.","Person prefers orange over lemon, citing it's a better match for their personal taste.","This is one of my favourite pictures of the year, and this one is my favourite lemon one, too."
you hurt ben's feelings. so?,"Hurtful comment towards Ben, resulting in negative emotional impact.","You're not the only one who's been feeling a bit down lately, according to Ben Affleck."
"have you ever seen bill gate's home on the internet? no. what's it like? it's got its own library, theatre, swimming pool, and a guest house. the house itself has about ten different rooms that are all hooked up to computers so you can get things done in each room through would you want to live there? i think his house is fantastic, but i wouldn't want to live there. you would have to hire one or two people to clean all the rooms in the house, plus a few people to take care of the gardens, and pro what's your dreamhole like then? my dream home is actually just a small cottage in a quite village in england. would you want to buy an old cottage or build a new one yourself? old homes are great because they've got character. i think that's important. it that why you wear second-hand cloths as well? because they've got character? no, that's just because i don't have enough money to buy new cloths all the time! i see. if you lived in an old house, would it be decorated in a modern way? no, i'd definitely try to restore it to its original state. i love to imagine what it'd be like to live in another time in history and living in a house decorated like it would have been 200 years a","Bill Gates' home has many rooms connected to computers and amenities like a library, theatre, and swimming pool. The speaker thinks it's fantastic but wouldn't want to live there due to the maintenance required. Their dream home is a small cottage in a quaint English village, preferring an old home with character over a new one.",Have you ever heard of bill gate's home?
when i quarrel with my husband. he didn't even try to cool me out. it takes two to make a quarrel and it takes two to mend fences. i was so angry that i could not keep cool. what i need is just an apology.,"The speaker is upset because their husband didn't intervene to calm them down during an argument, implying they were left feeling angry and frustrated.","When my husband and I had a quarrel, i was so angry that i could not keep cool and i had to leave the room."
"you're just left school, haven't you, emily? yes, i finished last friday. you sound relieved. well, yes. i don't mind admitting that i am. i enjoyed school, but i did object to having to go in every day once we've done all our exams. well, what are you going to do now? have you made any plans? yes, i intend to go to university.that ' ll be in september.but it all depends on my a level results. you mean getting into university actually depends on your passing your a level subjects? oh, yes.","Emily just finished school and is relieved to be done with daily routines. She's planning to attend university in September, but it depends on her A-level results.","In our series of letters from British journalists, one of our correspondents, Emma, asks her daughter what she plans to do next."
"that was a great dinner. i didn't know that you knew how yo cook. i'm glad you liked it. are you ready for dessert? i don't know. i'm pretty full. what are we having? i made strawberry shortcake. ooh, that's my favorite. maybe i'll have a small slice. great. would you like coffee or tea with that? i'll have a cup of tea. do you take cream or sugar with your tea? actually, could i have some milk with that? definitely. would you like skim or whole milk? skim, please. that'd be very nice. thanks... oh no. janna, i'm so sorry, but i've got to go. what happened? i just got a message from my sister saying that she's been in a car accident. i need to go pick her up. i'll go with you. where is she? she's on the m40, near reading. is she alright? i don't know, she didn't say. i'm so sorry about this. don't worry. family comes first. come on, let's go. actually, i've only got a two-seater. i'll have to go on my own. ok. just call me if you need anything then. i will. thanks a lot.","The speaker enjoys dinner and dessert with another person, but the evening is interrupted when they receive news about their sister being in a car accident and needs to leave immediately to pick her up.","It's dinner time at home, and janna is sitting down to dinner with her mum."
"you look upset, is there anything wrong? yes, to tell you the truth, there is. what is it? well, i've lost my wallet and my id card. oh, that's too bad! i am sorry to hear that! forget it, there is no use crying over the spilled milk.",Person A is upset because they have lost their wallet and ID card.,"A few days ago, i was walking home from work, and i got a call from my friend, who is also a teacher."
"are there any interesting stories in the newspaper today? there are a few stories about natural disasters. there is a massive forest fire in australia. it covers several square kilometers of land has destroyed many more square kilometers. was it caused accidentally or naturally? sometimes it gets so hot that fires begin naturally in australia and africa. nobody knows at the moment, but it has been very hot there recently. the drought in africa is causing starvation. millions of people have migrated to try and find food. what is the international community doing to help? the european union has sent several plants with relief supplies. several countries have sent soldiers to distribute food and medical supplies. refugee camps have been set up across the region. how many countries have been affected? six have been seriously affected, but the refugees are also migrating to several surrounding countries. i saw on the tv yesterday that there has been another earthquake in iran. yes. there have been a few there recently. they say that this one was not a big quake. the iranians are dealing with it on their own. they have purchased some special equipment to find people buried under rubble. does the newspaper say anything about casualties? so far, less than 20 people have died, but over 100 are in hospital.","The Australian forest fire has destroyed many square kilometers of land and its cause is unknown, while Africa faces a drought-induced starvation crisis with millions migrating to find food. The international community is providing relief supplies, soldiers, and setting up refugee camps. Six countries have been severely affected, with surrounding nations also seeing refugees. Meanwhile, there was another earthquake in Iran, which the country is dealing with on its own, having suffered only minor casualties.","In our series of letters from African journalists, film-maker and columnist Farai Sevenzo answers some of your questions about life in Africa."
"where are you going for your trip? i think hebes is a good place. but i heard the north of china are experiencing severe sandstorms! really? yes, it's said that hebes was experiencing six degree strong winds. how do these storms affect the people who live in these areas? the report said the number of people with respiratory tract infections tended to rise after sandstorms. the sand gets into people's noses and throats and creates irritation. it sounds that sandstorms are trouble for everybody! you are quite right.","Sandstorms in northern China are causing respiratory issues, including increased cases of respiratory tract infections, due to sand getting into people's noses and throats.","If you're in China, you might want to think about heading to the north of the country."
"hi, how are you doing? everything's great. and you? same here. have you seen any new films recently? no, i haven't had a chance to. but i've been watching a chinese tv series called chinese-style divorce. oh, really? i saw it two years ago. it's worth seeing and it's thought-provoking. yeah. i found it is so close to our life. it reflects some of our difficulties in this ever-changing world. you said it. you know, the divorce rate has been on the rise in recent years. well, it's said that a lot of young people favor getting married quickly which tend end quickly too. i know a couple who divorced a week after getting married. oh, that's too short-lived. that's true. it's said the short-lived marriage is typical of the post - 80s generation. i can't agree more. the only-child generation in china tends to know little about marriage. definitely. they don't take relationships and marriages very seriously. in their mind, love is nothing but passion and marriage is over once the passion is gone. i think, as the saying goes as the saying goes haste makes waste, it is the same thing with marriage.","The conversation discusses a Chinese TV series ""Chinese-style divorce"" that reflects societal difficulties in this ever-changing world. The discussants agree that the rise of short-lived marriages among young people is typical of the post-80s generation, who tend to take relationships and marriages lightly.","It's been a while since i last spoke to you on the phone, so i thought i'd drop you a line to see if you're doing well."
we should keep frank at arm's length. yeah. he's known as a sly dog. he's done many people in. he hits below the belt. and he may cash in on people whenever chances are provided.,"Frank has a reputation for being deceitful, having hurt many people in the past and taking advantage of situations to benefit himself.",We've been talking about frank the dog and how he's a bit of a troublemaker.
did you read the letter in the paper about smoking? the person who wrote that must be crazy. i don't think so. i think the government should do everything it can to discourage people from smoking. maybe so. but a law banning cigarettes would do no good. no.you can't suddenly make smoking illegal. but the government could prohibit smoking in public places like cinemas and theaters.,"The government should discourage people from smoking, but making it illegal may not be effective. Instead, prohibiting smoking in public places like cinemas and theaters would be a better approach.",Did you read the letter in the paper about smoking?
"so beth, what kind of music do you listen to? i listen to a lot of hip hop. what about you? i mostly listen to pop music, but i like a lot of different stuff. yes, me too. i mostly listen to hip hop, but there are many genres of music i like.","Beth and another person discuss their favorite types of music. The person enjoys hip-hop, while Beth primarily listens to pop music but also appreciates various genres, including hip-hop.",BBC Radio 1's Beth Jones has been talking to us about what kind of music she listens to.
"tomorrow's carl's birthday? yes.let ' s hold a birthday party for him, shall we? good idea! let's make ready, then.",Carl's birthday is tomorrow; friends decide to throw a birthday party for him.,"I'm not sure if I've mentioned this before, but it's my son's birthday today."
"i know i'm a blabbermouth, but what do you think she should do, john? honey, we're in the museum now. we're not here to discuss your coworker's love life. we're here to enjoy the great paintings by picasso! i know! but it's really important to her! her whole life could be ruined by this man! you're making a federal case out of it. one unhealthy love affair can't ruin anything. it could even make your life more interesting. are you serious, john? all i'm trying to say is that life is... like... er... this painting.","John's friend is seeking advice on someone else's personal issue, but John is focusing on enjoying the museum and doesn't think it's a big deal.","John, your colleague at work is in love with a painting by Pablo Picasso, but she doesn't want you to know."
"don  t you think it would be an idea to name the ship dolphin? all right, if that would make you happy. so you  ve got something on your mind, i guess. well, nothing really serious.","The speaker suggests naming a ship ""Dolphin"", and the other person agrees to consider it to make them happy, revealing they have been thinking about something but it's not a serious concern.","A dolphin has been found on the deck of a ship in the North Sea, according to the captain of the vessel."
"have you decided what you are going to take next semester? well, i'm an english major, you know.so i came here to make sure i'm taking the right things. good. i think it's a good idea. our department should require meetings like this. i want to finish my degree in four years.so i don't want to forget to take classes i need. i have a friend who has to stay in college another year.she didn't know until recently. there were some classes she needed to take to graduate.she didn't know about them. yes, that happens. i brought my transcript from my first year.here. and here is the list of courses i plan to take in the fall. alright. good. i see you've already taken six credits of your breadth requirements.you have one botany class and one chemistry class. and political science.so that's nine credits. did you take english composition 201? no, i don't need to. i took advanced placement english in high school.so i'm not required to take composition. excellent. i see you have the 18th century poetry class for next semester.and the modern novel class. you haven't taken a shakespeare class yet. no, i thought i would take it later. actually, i recommend you take shakespeare sooner rather than later. well, i suppose i could cross out the 18th century poetry class. i have to see when the shakespeare class meets. let me look at the timetable.shakespeare meets monday, wednesday and friday at 11 i can take it then. i have that time slot free. good. i recommend it. shakespeare is of course enormously important.we want our students to take the class as soon as they can.and professor friedman is an excellent teacher. i'll take it then. tell me, lisa, what made you decide to be an english major? i want to be an english professor in the future. i love studying literature, and i want to teach it. really? that's great to know. that's the reason i want to finish my b. a. in four years.because i know i will be in school a long time. i want to start the m. a. and ph. d. program as soon as possible.","The student discusses their course plan for next semester with an English major friend, seeking advice on taking the right classes to finish their degree in four years. They bring their transcript and list of planned courses, reviewing their progress and making adjustments based on recommendations from the advisor. The student also shares their future plans to become an English professor, motivated by a love of studying literature and teaching.","The head of our department, lisa friedman, met with some of her students to talk about what courses they need to take in the fall."
"hey, lucas, how was your trip to paris? it was wonderful, but i was so tired. did you go to the top of the eiffel tower? yes, that was the first thing we did. we went all the way to the top. there were visitors from all over the world taking photos there. what else did you see? art galleries, cathedrals, statues, fountains, palaces, bistros, there's really too much to say. you must have had a great time. yes, at the beginning we were all excited and had lots of fun. however, on the third day of traveling in the city, i felt sick. i think i had something bad to eat, but it passed by the evening. yes, you need to be careful with what you eat when you're abroad. sometimes new food might disagree with you. on the fouth day, we went to taste the french cuisine. that was really fantastic! and no stomach problems. that is great. everyone says french food is wonderful. you'll have to try for yourself some day.","Lucas visited Paris and had a wonderful trip, but felt tired due to traveling. He explored popular attractions like the Eiffel Tower, art galleries, cathedrals, and palaces. Although he initially had fun, on the third day he got sick after eating something bad, but it passed by evening. He enjoyed trying French cuisine on the fourth day without stomach issues.","My friend lucas and i went to paris last week, and we've been telling you all about our trip."
"excuse me. yes, miss, what can i do for you? i ordered my dish about a half an hour ago, but it hasn't arrived yet. i'm sorry for that, i'm going to check with the chef right now. miss, i just checked with the kitchen, and they said your order will be coming right up next. oh, here comes. thank you. miss, i'm very sorry for the delay, please enjoy this. free a glass of wine for inconvenience. again i'm terribly sorry to make you wait so long. it doesn't matter.",Delayed food delivery apologized and resolved with offer of complimentary drink.,"A customer at a restaurant in London has had to wait more than an hour for her food to arrive, so she's been offered a free glass of wine."
"how do you like this waltz? it's very nice, i like it very much. well, then, may i invite you for the first dance? my pleasure. but i'm afraid i'm not much of a dancer, and i suppose you dance often. me? oh, no. in fact, i took up dancing quite recently. oh, really? but you're doing the waltz wonderfully well. i'm glad you say so, you dance beautifully too. it's lucky that i got a partner. thank you for your compliments.it ' s just that you are a good leader. do you like the fox-trot and tango? yes. and what dances do you do best? disco is my favorite. i like it better than any other dances because it can release one's pent-up feelings, and is a healthy exercise. but i don't do the rock and roll and the break dance. oh, well, the music has stopped. thank you for the dance. my pleasure. let's go and have a drink. fine.","The conversation revolves around two people discussing their experience with dancing. One person invites the other to dance, expressing gratitude for the compliment on their leadership skills. They share their favorite dances, with one person mentioning that disco helps release pent-up feelings and serves as a healthy exercise. The music stops, and they decide to have a drink together.","An exchange between a man and a woman at a dance club in New York, in which the woman asked the man to dance with her."
"what's the mountaineering club doing this weekend? we are going to climb a cliff on the yangtze river. how hard is the climb? it is a very difficult climb, because there are not many places to put your hands and feet. what did you do last week? we rappelled down the side of a 300 - foot cliff. it's very exciting. wow. that sounds like a lot of fun. i am sorry i missed it. well, you should come this weekend. i think you could do the climb. yeah, i will. see you then! ok, see you.","The mountaineering club plans to climb a cliff on the Yangtze River this weekend, which is considered very difficult due to limited hand and footholds. Last week, they rappelled down a 300-foot cliff, and are inviting others to join them this weekend.","In our series of letters from the BBC News website, we speak to some of our readers from around the world."
"how many people are there in your family? there are 15 people in my family. what did you say? how many? 15 people. wow. that is a very big family. do you all live together? of course we do! my father's parents, mum, dad, three unmarried aunts, two uncles, my two brothers, my three sisters and me. but you don't live at home anymore. right, but that's where my heart is. but you're right, now there are only 14 living at home. my goodness! your family must live in a huge house. yes. my family lives in rural korea, near pusan. we have a huge house.the first floor of the house is a part-time private school.in the afternoon, students come for special tutoring in biology, englis wow! you grew up in a school! no wonder your english is excellent! my aunts and uncles are all teachers. you are so lucky! i guess so. while growing up, i read hundreds of interesting english storybooks every year. that's what i did in america. i was reading all the time. i was never a big tv watcher. tv wastes time. i agree. reading for fun is why all the english students at our family school have excellent english. all the students read 800 easy storybooks during their second year of studying english. 800 books? i'm impressed! my aunts studied in the american universities.they say that extensive reading for fun is the most effective way to improve your english.that ' s what they learn here in america.","The conversation is about the speaker's large family of 15 people, who all live together in a huge house in rural Korea near Pusan. The speaker's parents and three unmarried aunts are teachers, which has helped their children develop excellent English skills through extensive reading.","How many people do you have in your family, and do you all live together?"
